hedef,ufuk,sera,esik_turu,kural,esik,yon,risk,aksiyon,kisit,guven,guven_gerekce,aralik_genislik,kaynak
EC_slab2,6h,Automatoes,ZARF,EC_slab2 < 3.900,3.9,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,Digilog,ZARF,EC_slab2 > 7.900,7.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,Digilog,ZARF,EC_slab2 < 4.300,4.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,IUACAAS,ZARF,EC_slab2 > 5.900,5.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,IUACAAS,ZARF,EC_slab2 < 4.700,4.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,Reference,ZARF,EC_slab2 > 6.600,6.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,Reference,ZARF,EC_slab2 < 4.700,4.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,TheAutomators,ZARF,EC_slab2 > 5.500,5.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,TheAutomators,ZARF,EC_slab2 < 4.200,4.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Besin cozeltisi konsantrasyonunu artir,Ani artis kok sokuna yol acabilir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,veri (sera p5-p95)
EC_slab2,6h,TUMU,HASAR,EC_slab2 > 8.0,8.0,yuksek,"Kok bolgesinde ozmotik stres, su alimi engellenir",Sulama siklığini artir veya drenaj oranini yukselt,Fazla sulama su israfi ve besin yikanmasi yaratir,SAYISAL,"kapsama 0.99, aralik/deger %17",0.864,literatur (TASLAK — teyit edilecek)
WC_slab1,3h,AICU,ZARF,WC_slab1 > 93.600,93.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,AICU,ZARF,WC_slab1 < 71.500,71.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,Automatoes,ZARF,WC_slab1 > 91.100,91.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,Automatoes,ZARF,WC_slab1 < 63.300,63.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,Digilog,ZARF,WC_slab1 > 94.600,94.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,Digilog,ZARF,WC_slab1 < 67.500,67.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,IUACAAS,ZARF,WC_slab1 > 93.500,93.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,IUACAAS,ZARF,WC_slab1 < 74.500,74.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,Reference,ZARF,WC_slab1 > 93.500,93.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,Reference,ZARF,WC_slab1 < 78.400,78.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,TheAutomators,ZARF,WC_slab1 > 92.600,92.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,TheAutomators,ZARF,WC_slab1 < 68.300,68.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,veri (sera p5-p95)
WC_slab1,3h,TUMU,HASAR,WC_slab1 < 40.0,40.0,dusuk,"Substrat su icerigi kritik esigin altinda, kalici solma",Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.92, aralik/deger %10",7.706,literatur (TASLAK — teyit edilecek)
WC_slab1,6h,AICU,ZARF,WC_slab1 > 93.600,93.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,AICU,ZARF,WC_slab1 < 71.500,71.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,Automatoes,ZARF,WC_slab1 > 91.100,91.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,Automatoes,ZARF,WC_slab1 < 63.300,63.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,Digilog,ZARF,WC_slab1 > 94.600,94.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,Digilog,ZARF,WC_slab1 < 67.500,67.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,IUACAAS,ZARF,WC_slab1 > 93.500,93.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,IUACAAS,ZARF,WC_slab1 < 74.500,74.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,Reference,ZARF,WC_slab1 > 93.500,93.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,Reference,ZARF,WC_slab1 < 78.400,78.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,TheAutomators,ZARF,WC_slab1 > 92.600,92.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,TheAutomators,ZARF,WC_slab1 < 68.300,68.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,veri (sera p5-p95)
WC_slab1,6h,TUMU,HASAR,WC_slab1 < 40.0,40.0,dusuk,"Substrat su icerigi kritik esigin altinda, kalici solma",Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,SAYISAL,"kapsama 0.93, aralik/deger %15",11.71,literatur (TASLAK — teyit edilecek)
WC_slab2,3h,AICU,ZARF,WC_slab2 > 92.100,92.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,AICU,ZARF,WC_slab2 < 57.000,57.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,Automatoes,ZARF,WC_slab2 > 92.100,92.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,Automatoes,ZARF,WC_slab2 < 64.800,64.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,Digilog,ZARF,WC_slab2 > 79.600,79.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,Digilog,ZARF,WC_slab2 < 53.500,53.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,IUACAAS,ZARF,WC_slab2 > 90.400,90.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,IUACAAS,ZARF,WC_slab2 < 60.600,60.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,Reference,ZARF,WC_slab2 > 94.200,94.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,Reference,ZARF,WC_slab2 < 74.200,74.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,TheAutomators,ZARF,WC_slab2 > 93.800,93.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,TheAutomators,ZARF,WC_slab2 < 68.800,68.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,veri (sera p5-p95)
WC_slab2,3h,TUMU,HASAR,WC_slab2 < 40.0,40.0,dusuk,"Substrat su icerigi kritik esigin altinda, kalici solma",Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %9",7.001,literatur (TASLAK — teyit edilecek)
WC_slab2,6h,AICU,ZARF,WC_slab2 > 92.100,92.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,AICU,ZARF,WC_slab2 < 57.000,57.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,Automatoes,ZARF,WC_slab2 > 92.100,92.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,Automatoes,ZARF,WC_slab2 < 64.800,64.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,Digilog,ZARF,WC_slab2 > 79.600,79.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,Digilog,ZARF,WC_slab2 < 53.500,53.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,IUACAAS,ZARF,WC_slab2 > 90.400,90.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,IUACAAS,ZARF,WC_slab2 < 60.600,60.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,Reference,ZARF,WC_slab2 > 94.200,94.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,Reference,ZARF,WC_slab2 < 74.200,74.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,TheAutomators,ZARF,WC_slab2 > 93.800,93.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,"Sulama siklığini azalt, drenaji kontrol et",Ani kesinti su stresi yaratir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,TheAutomators,ZARF,WC_slab2 < 68.800,68.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,veri (sera p5-p95)
WC_slab2,6h,TUMU,HASAR,WC_slab2 < 40.0,40.0,dusuk,"Substrat su icerigi kritik esigin altinda, kalici solma",Sulama siklığini artir,Asiri sulama kok bolgesinde oksijen azaltir,KALITATIF,"kapsama 0.90, aralik/deger %12",9.141,literatur (TASLAK — teyit edilecek)
t_slab1,3h,AICU,ZARF,t_slab1 > 25.400,25.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,AICU,ZARF,t_slab1 < 20.000,20.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,Automatoes,ZARF,t_slab1 > 29.400,29.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,Automatoes,ZARF,t_slab1 < 19.100,19.1,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,Digilog,ZARF,t_slab1 > 26.300,26.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,Digilog,ZARF,t_slab1 < 18.600,18.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,IUACAAS,ZARF,t_slab1 > 25.600,25.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,IUACAAS,ZARF,t_slab1 < 18.600,18.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,Reference,ZARF,t_slab1 > 27.200,27.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,Reference,ZARF,t_slab1 < 20.400,20.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,TheAutomators,ZARF,t_slab1 > 25.600,25.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,TheAutomators,ZARF,t_slab1 < 19.800,19.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,veri (sera p5-p95)
t_slab1,3h,TUMU,HASAR,t_slab1 < 12.0,12.0,dusuk,Kok bolgesi cok soguk: su ve besin alimi durur,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,literatur (TASLAK — teyit edilecek)
t_slab1,3h,TUMU,HASAR,t_slab1 > 30.0,30.0,yuksek,"Kok bolgesi cok sicak: kok solunumu artar, oksijen azalir",Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %11",2.495,literatur (TASLAK — teyit edilecek)
t_slab1,6h,AICU,ZARF,t_slab1 > 25.400,25.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,AICU,ZARF,t_slab1 < 20.000,20.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,Automatoes,ZARF,t_slab1 > 29.400,29.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,Automatoes,ZARF,t_slab1 < 19.100,19.1,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,Digilog,ZARF,t_slab1 > 26.300,26.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,Digilog,ZARF,t_slab1 < 18.600,18.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,IUACAAS,ZARF,t_slab1 > 25.600,25.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,IUACAAS,ZARF,t_slab1 < 18.600,18.6,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,Reference,ZARF,t_slab1 > 27.200,27.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,Reference,ZARF,t_slab1 < 20.400,20.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,TheAutomators,ZARF,t_slab1 > 25.600,25.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,TheAutomators,ZARF,t_slab1 < 19.800,19.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,veri (sera p5-p95)
t_slab1,6h,TUMU,HASAR,t_slab1 < 12.0,12.0,dusuk,Kok bolgesi cok soguk: su ve besin alimi durur,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,literatur (TASLAK — teyit edilecek)
t_slab1,6h,TUMU,HASAR,t_slab1 > 30.0,30.0,yuksek,"Kok bolgesi cok sicak: kok solunumu artar, oksijen azalir",Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.89, aralik/deger %14",3.143,literatur (TASLAK — teyit edilecek)
t_slab2,3h,AICU,ZARF,t_slab2 > 25.800,25.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,AICU,ZARF,t_slab2 < 20.300,20.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,Automatoes,ZARF,t_slab2 > 29.800,29.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Sulama ile kok bolgesini serinlet,Su sicakligi ani dusurulmemeli,KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
t_slab2,3h,Automatoes,ZARF,t_slab2 < 19.000,19.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Kok bolgesi isitmasini artir,"Substrat sicakligi yavas tepki verir, erken mudahale gerekir",KALITATIF,"kapsama 0.87, aralik/deger %12",2.676,veri (sera p5-p95)
