hedef,ufuk,sera,esik_turu,mevsim,kural,esik,yon,risk,aksiyon,kisit,guven,guven_gerekce,aralik_genislik,kaynak
Rhair,6h,Automatoes,ZARF,tumu,Rhair > 92.800,92.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,Digilog,ZARF,ilkbahar,Rhair < 57.800,57.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Digilog,ZARF,ilkbahar,Rhair > 90.900,90.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Digilog,ZARF,kis,Rhair < 69.000,69.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Digilog,ZARF,kis,Rhair > 92.300,92.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Digilog,ZARF,tumu,Rhair < 63.200,63.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,Digilog,ZARF,tumu,Rhair > 91.500,91.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,IUACAAS,ZARF,ilkbahar,Rhair < 64.300,64.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,IUACAAS,ZARF,ilkbahar,Rhair > 95.100,95.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,IUACAAS,ZARF,kis,Rhair < 70.200,70.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,IUACAAS,ZARF,kis,Rhair > 95.100,95.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,IUACAAS,ZARF,tumu,Rhair < 66.300,66.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,IUACAAS,ZARF,tumu,Rhair > 95.100,95.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,Reference,ZARF,ilkbahar,Rhair < 50.000,50.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Reference,ZARF,ilkbahar,Rhair > 92.500,92.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Reference,ZARF,kis,Rhair < 66.300,66.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Reference,ZARF,kis,Rhair > 95.300,95.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,Reference,ZARF,tumu,Rhair < 54.800,54.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,Reference,ZARF,tumu,Rhair > 94.200,94.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,TUMU,HASAR,tumu,Rhair > 95.0,95.0,yuksek,"Yaprak yuzeyinde yogusma, mantar enfeksiyonu icin ideal kosul",Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,literatur (TASLAK — teyit edilecek)
Rhair,6h,TheAutomators,ZARF,ilkbahar,Rhair < 51.300,51.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,TheAutomators,ZARF,ilkbahar,Rhair > 93.200,93.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,TheAutomators,ZARF,kis,Rhair < 66.800,66.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,TheAutomators,ZARF,kis,Rhair > 93.500,93.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,"veri (sera p5-p95, mevsim ici)"
Rhair,6h,TheAutomators,ZARF,tumu,Rhair < 55.100,55.1,dusuk,Bu seranin normal calisma araliginin altina iniyor,Nemlendirme yap veya havalandirmayi azalt.,"HumDef YUKSEK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %53-78 (Automatoes %53, TheAutomators %78). Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirmayi azaltmak isi ve nem birikimine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Rhair,6h,TheAutomators,ZARF,tumu,Rhair > 93.300,93.3,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirma veya isitma ile bagil nemi dusur.,"HumDef DUSUK kuraliyla ayni fiziksel olayi anlatabilir; ortusme seraya gore %19-74 (Automatoes %19, TheAutomators %74) — bagimsiz bilgi tasidigi seralar var, salt tekrar degil. Ikisi ayni anda tetiklerse TEK oneri olarak birlestirilmeli. Ters yonde celiski olculmedi (0 adim). Havalandirma CO2 ve isi kaybina, isitma enerji maliyetine yol acar.",KALITATIF,"backtest_kaniti: sureli-pencere precision=0.688 (kalibrasyon testi KAPSAM_DISI derken, gercek geriye-donuk performans KALITATIF seviyesini destekliyor)",47.899,veri (sera p5-p95)
Tair,3h,AICU,ZARF,ilkbahar,Tair < 18.000,18.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,AICU,ZARF,ilkbahar,Tair > 28.600,28.6,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,AICU,ZARF,kis,Tair < 17.900,17.9,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,AICU,ZARF,kis,Tair > 24.800,24.8,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,AICU,ZARF,tumu,Tair < 17.900,17.9,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,AICU,ZARF,tumu,Tair > 27.900,27.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,Automatoes,ZARF,ilkbahar,Tair < 17.000,17.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Automatoes,ZARF,ilkbahar,Tair > 32.500,32.5,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Automatoes,ZARF,kis,Tair < 16.000,16.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Automatoes,ZARF,kis,Tair > 26.400,26.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Automatoes,ZARF,tumu,Tair < 16.400,16.4,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,Automatoes,ZARF,tumu,Tair > 31.100,31.1,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,Digilog,ZARF,ilkbahar,Tair < 17.700,17.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Digilog,ZARF,ilkbahar,Tair > 31.700,31.7,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Digilog,ZARF,kis,Tair < 16.700,16.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Digilog,ZARF,kis,Tair > 23.900,23.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Digilog,ZARF,tumu,Tair < 17.300,17.3,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,Digilog,ZARF,tumu,Tair > 28.200,28.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,IUACAAS,ZARF,ilkbahar,Tair < 15.800,15.8,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,IUACAAS,ZARF,ilkbahar,Tair > 29.200,29.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,IUACAAS,ZARF,kis,Tair < 15.500,15.5,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,IUACAAS,ZARF,kis,Tair > 26.200,26.2,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,IUACAAS,ZARF,tumu,Tair < 15.700,15.7,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,IUACAAS,ZARF,tumu,Tair > 28.400,28.4,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,veri (sera p5-p95)
Tair,3h,Reference,ZARF,ilkbahar,Tair < 17.200,17.2,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Reference,ZARF,ilkbahar,Tair > 28.000,28.0,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Reference,ZARF,kis,Tair < 15.000,15.0,dusuk,Bu seranin normal calisma araliginin altina iniyor,Isitmayi artir veya enerji perdesini kapat,Isitma en buyuk enerji kalemidir (bkz. strateji raporu),KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
Tair,3h,Reference,ZARF,kis,Tair > 27.900,27.9,yuksek,Bu seranin normal calisma araliginin ustune cikiyor,Havalandirmayi artir veya perde ile golgele,Havalandirma nem ve CO2 kaybina yol acar,KALITATIF,"kapsama 0.93, aralik/deger %25",5.406,"veri (sera p5-p95, mevsim ici)"
